""	WT_1	WT_2	Y2_1	Y2_2	YT_1	YT_2
SNORD89	1	0	5	8	2	1
ENSG00000307218	2	0	1	1	10	0
ENSG00000303465	0	0	1	0	0	0
MIR5696	0	0	0	0	0	0
ENSG00000310215	0	0	0	0	0	0
ENSG00000310233	0	0	0	0	2	0
CREG2	45	42	79	63	158	53
ENSG00000226058	0	0	0	0	0	0
RFX8	13	9	3	6	7	3
LINC01870	0	0	0	0	0	0
RPS6P3	0	0	0	0	0	0
PRCPP1	0	0	0	0	0	0
ENSG00000286047	0	0	0	0	0	0
ENSG00000286101	0	0	0	0	0	0
ENSG00000310387	0	0	0	0	0	0
MAP4K4	6497	5788	12236	10912	11471	3825
ENSG00000288948	0	0	0	0	0	0
LINC01127	0	0	1	0	2	2
ENSG00000294382	0	0	0	0	0	0
IL1R2	8	3	2	5	7	0
ENSG00000287771	0	0	0	0	0	0
ENSG00000304079	0	0	0	0	0	0
IL1R1	21	20	23	19	47	19
IL1R1-AS1	0	0	0	0	1	0
IL1RL2	0	0	0	0	0	1
ENSG00000303263	0	0	0	0	0	0
CFAP144P2	0	0	1	1	4	3
ENSG00000304533	0	0	0	0	0	0
IL1RL1	1	0	0	0	0	1
IL18R1	8	3	9	8	24	9
SDR42E1P5	0	0	0	0	0	0
IL18RAP	0	0	0	0	0	0
MIR4772	0	0	0	0	0	0
ENSG00000236525	0	0	0	0	0	0
ENSG00000234389	0	0	0	0	0	0
SLC9A4	0	0	0	0	0	0
ENSG00000309513	0	0	0	0	0	0
ENSG00000305095	0	0	0	0	1	0
SLC9A2	3	2	9	8	26	6
MFSD9	447	373	695	380	616	284
TMEM182	98	100	190	235	381	134
LINC01796	0	0	0	0	0	0
ENSG00000293792	0	0	0	0	0	0
LINC01935	0	0	0	0	0	0
ENSG00000227680	0	0	0	0	0	0
ENSG00000306845	0	0	0	0	0	1
ENSG00000229209	0	0	0	0	0	0
ENSG00000300106	0	0	0	0	0	0
ENSG00000305279	0	0	0	0	0	0
ENSG00000227623	0	0	0	0	0	0
ENSG00000310428	0	0	0	0	0	1
ENSG00000286290	3	1	0	0	0	1
ENSG00000297311	0	0	0	0	0	0
CRLF3P1	0	0	0	1	0	0
ENSG00000308676	0	0	0	0	0	0
ENSG00000221849	0	0	0	0	0	0
CAPZBP1	0	0	0	0	0	0
ENSG00000308381	0	0	0	0	0	0
ENSG00000236141	0	0	0	0	0	0
LINC01965	0	0	0	0	1	0
ENSG00000301260	0	0	0	0	0	0
ENSG00000273515	0	0	0	0	0	0
ENSG00000228968	0	0	0	0	0	0
ENSG00000305181	0	0	0	0	0	0
ENSG00000299898	0	0	0	0	0	0
ENSG00000309190	0	0	0	0	1	1
ENSG00000298919	0	0	0	0	0	0
ENSG00000299060	0	0	0	0	0	0
ENSG00000299033	0	0	0	0	0	0
ENSG00000299011	0	0	0	0	0	0
ENSG00000227157	0	0	0	1	1	0
AHCYP3	0	0	0	0	0	0
LINC01831	0	0	0	0	0	0
ENSG00000293648	0	0	0	0	0	0
ENSG00000287793	0	0	0	0	0	0
LINC01102	1	1	7	6	20	7
LINC01103	0	0	0	0	0	0
ENSG00000303480	0	0	0	0	0	0
ENSG00000231626	0	0	0	0	0	0
ENSG00000236109	0	0	0	0	0	0
PANTR1	2	4	4	57	224	100
ENSG00000230690	0	1	1	0	1	2
RPL23AP27	0	0	0	0	0	0
ENSG00000295972	0	0	0	0	0	1
ENSG00000228528	6	3	9	5	23	16
HMGB3P11	0	0	0	0	0	0
ENSG00000296034	0	0	0	0	0	0
ENSG00000296054	0	0	0	1	0	0
ENSG00000269707	0	0	0	1	1	1
POU3F3	1	1	5	100	488	175
ENSG00000289498	0	0	0	12	56	10
LINC01159	0	0	0	4	19	13
ENSG00000296010	0	0	0	0	0	0
ENSG00000295887	0	0	4	0	0	0
ENSG00000287135	0	0	0	0	0	0
MRPS9-AS2	15	17	12	25	55	24
MRPS9	2484	2522	4570	4189	5236	1651
MRPS9-AS1	5	5	3	7	6	3
ENSG00000301070	0	0	0	0	0	0
LINC01918	66	44	82	46	189	78
ENSG00000293860	0	0	0	0	0	0
ENSG00000308083	0	0	1	0	1	0
GPR45	8	5	4	1	8	1
ENSG00000272861	3	3	6	13	29	10
TGFBRAP1	1078	894	1722	963	1863	773
TGFBRAP1-AS1	0	2	2	5	4	5
C2orf49-DT	78	78	113	139	215	85
C2orf49	692	651	1163	1414	1973	551
FHL2	746	633	1262	811	1552	694
ENSG00000238273	0	1	0	0	0	0
ENSG00000296632	0	0	0	0	0	0
ENSG00000299064	0	0	0	0	0	0
ENSG00000299090	0	0	0	0	0	0
LINC02946	0	0	1	0	0	0
ENSG00000287308	0	0	1	0	0	0
ENSG00000294036	0	0	2	2	0	0
ENSG00000293937	0	0	0	0	0	0
ENSG00000293966	0	0	0	0	0	0
NCK2	2276	2081	4229	3955	3787	1510
ENSG00000290119	0	0	0	0	0	0
ENSG00000235522	0	0	2	0	0	0
ENSG00000234162	0	0	0	0	0	0
ENSG00000306780	0	1	0	0	0	0
ENSG00000302943	0	0	0	0	0	0
ECRG4	48	39	30	44	73	48
ENSG00000305063	0	0	0	0	0	0
UXS1	1696	1555	3021	2765	2954	1053
ENSG00000233339	0	0	0	0	0	0
ENSG00000300396	0	0	3	1	2	0
ENSG00000273595	0	0	0	0	0	0
RPL22P10	1	1	1	2	0	0
SRSF3P4	1	0	3	0	2	0
RPS21P2	0	0	0	0	0	0
RPL27AP4	0	0	0	0	0	0
ENSG00000304209	0	0	0	0	0	0
ILRUNP1	0	1	8	0	5	0
ENSG00000229682	0	0	0	0	0	0
ANAPC1P6	0	0	3	1	3	0
ENSG00000291125	0	1	0	2	5	0
PLGLA	0	0	0	0	0	0
RGPD3	13	7	28	15	36	6
ENSG00000297907	0	0	0	0	0	0
ENSG00000237666	1	0	2	0	3	0
ENSG00000307056	0	0	0	0	0	0
CD8B2	2	3	1	1	1	0
ENSG00000307086	0	0	0	0	0	0
ENSG00000232001	0	0	0	0	0	0
ENSG00000231505	0	0	0	0	0	0
ENSG00000307071	0	0	0	0	0	0
ENSG00000306841	0	1	0	0	0	0
EEF1A1P12	8	45	1116	372	966	32
ST6GAL2	579	570	706	583	371	138
ST6GAL2-IT1	0	2	5	2	2	2
ENSG00000227294	0	0	0	0	0	0
ENSG00000303047	7	6	5	4	4	1
ENSG00000309169	0	0	0	0	1	0
ENSG00000286218	0	0	0	0	0	0
PPP1R2P5	0	0	0	0	0	0
ENSG00000226905	0	0	0	0	0	0
ENSG00000308004	0	0	0	0	0	0
ENSG00000295016	0	0	0	0	0	0
ENSG00000297164	0	0	0	0	0	0
ENSG00000304976	0	0	0	0	0	0
ENSG00000301577	0	0	0	0	0	0
ENSG00000301563	0	0	0	0	0	0
LINC01789	0	0	0	0	0	0
ENSG00000296460	0	0	0	0	0	0
ENSG00000296443	0	0	0	0	0	0
ENSG00000225588	0	0	0	0	0	0
LINC01885	1	1	0	0	0	0
LINC01886	0	0	0	0	2	0
ENSG00000286769	0	0	0	0	0	0
GACAT1	0	0	0	0	0	0
ENSG00000302978	0	0	0	0	0	0
RGPD4-AS1	0	0	0	0	0	0
RGPD4	25	21	79	20	59	33
ENSG00000233494	0	0	0	0	0	0
ENSG00000227270	0	0	0	0	0	0
RPL22P8	1	7	12	3	7	10
SRSF3P5	0	1	27	2	21	3
SLC5A7	1	0	7	3	11	4
LINC01593	0	0	0	0	2	0
ACTP1	0	0	0	0	0	0
LINC01594	0	0	0	0	0	0
ENSG00000296208	0	0	0	0	0	0
SETD6P1	0	0	0	0	0	0
ENSG00000294676	0	0	0	0	0	0
SULT1C3	0	0	0	0	0	0
WASF1P1	0	0	0	0	0	0
SULT1C2	47	52	28	34	55	13
SULT1C2P2	0	0	0	0	0	0
SULT1C5P	1	0	0	0	1	0
GMCL1P2	0	0	0	0	0	0
ENSG00000296907	0	0	0	0	0	0
SULT1C4	112	113	281	520	623	179
ENSG00000303632	0	0	0	0	0	0
SMIM12P1	0	0	0	0	0	0
GCC2	1390	1130	2721	3048	3025	835
GCC2-AS1	59	48	63	44	94	32
LIMS1	1535	1387	3031	3106	2998	986
LIMS1-AS1	0	0	0	0	0	0
ENSG00000233648	0	0	0	0	0	0
RPL10P5	0	0	0	0	0	0
RANBP2	5122	3576	7809	8844	10900	3178
CCDC138	756	714	1062	1128	1454	511
RPL39P16	23	12	30	22	25	7
EDAR	0	0	2	0	0	0
ENSG00000309683	1	1	2	2	0	0
ENSG00000295755	0	0	0	0	0	0
ENSG00000305872	0	0	1	0	0	0
SH3RF3-AS1	0	0	1	1	5	1
SH3RF3	77	67	184	140	280	128
MIR4265	0	0	0	0	0	0
ENSG00000308647	0	0	0	0	0	0
SNRPGP9	0	0	0	0	0	0
MIR4266	0	0	0	0	0	0
SEPTIN10	4791	4426	4608	6054	9852	3386
RPL37P12	0	0	0	0	0	0
ENSG00000230696	0	0	0	0	0	0
SOWAHC	718	707	1062	812	1392	556
ENSG00000230603	0	0	0	0	0	0
ENSG00000307758	0	0	0	0	0	0
BMS1P19	0	0	0	0	0	0
ENSG00000307776	0	0	0	0	0	0
ENSG00000295804	0	0	0	0	0	0
SRSF3P6	0	0	0	0	0	0
ENSG00000282033	1	0	2	8	7	0
ENSG00000305840	0	0	0	0	0	0
RPL22P11	0	0	7	0	3	0
RGPD5	4	3	26	14	41	5
ENSG00000301709	0	0	0	0	0	0
LIMS3	0	0	3	1	1	0
ENSG00000284337	0	0	0	0	0	0
ENSG00000290731	0	0	0	0	1	0
ENSG00000283684	0	0	0	0	0	0
ENSG00000186148	0	0	0	0	0	0
GPAA1P1	0	0	0	0	0	0
ZBTB45P1	0	0	0	0	0	0
LINC01123	21	12	22	24	62	24
ENSG00000300009	0	0	0	0	0	0
ENSG00000235721	0	0	0	2	4	0
ENSG00000229730	0	0	0	0	0	0
ENSG00000283283	0	0	0	0	0	0
MIR4267	0	0	0	0	0	0
MALL	40	28	25	13	14	4
MIR4436B1	0	0	0	0	0	0
ENSG00000309020	0	0	0	0	0	0
NPHP1	68	65	95	111	183	58
ACTR1AP1	0	0	1	0	0	1
MTLN	258	220	159	62	0	5
ENSG00000290732	2	0	4	1	0	0
ENSG00000261760	0	0	0	0	0	0
ENSG00000305213	0	0	0	0	0	0
ENSG00000293619	0	0	0	0	0	0
MALLP1	0	0	0	0	0	0
MIR4436B2	0	0	0	0	0	0
ENSG00000283167	0	0	0	0	0	0
ENSG00000295406	0	0	0	0	0	0
LINC01106	27	19	32	37	87	24
ENSG00000226991	0	0	0	0	0	0
ENSG00000230650	3	2	7	6	13	1
ZBTB45P2	0	0	0	0	0	0
ENSG00000273471	0	0	0	0	0	0
ENSG00000293177	0	0	0	0	0	1
GPAA1P2	0	0	0	0	0	0
ENSG00000184115	0	1	0	0	0	0
ENSG00000290733	0	0	1	1	0	0
ENSG00000257207	0	0	0	0	0	0
LIMS4	0	0	1	4	3	1
ENSG00000227574	0	0	0	0	0	0
ENSG00000304376	0	0	0	0	0	0
ENSG00000231583	0	0	0	0	0	0
RGPD6	0	2	7	5	9	2
ENSG00000231536	5	2	3	6	7	1
ENSG00000289202	2	1	1	0	1	0
RPL22P12	0	0	12	3	9	0
BUB1	8889	8604	6964	8606	14367	4567
ENSG00000235881	0	0	0	0	0	0
ENSG00000294954	0	3	1	1	1	0
ACOXL	378	296	196	75	91	41
RPL5P9	5	2	12	7	5	1
MIR4435-2HG	70	74	31	25	7	4
ENSG00000304842	1	1	1	0	1	0
ACOXL-AS1	1	0	5	5	11	2
BCL2L11	630	540	1144	868	1081	438
ENSG00000293584	0	0	0	0	0	0
ENSG00000295185	1	0	1	3	0	0
ENSG00000230499	0	0	0	0	0	0
ENSG00000227992	3	2	4	0	0	0
ENSG00000271590	0	0	0	0	0	0
ENSG00000229118	0	0	0	0	0	0
ENSG00000270190	1	0	0	0	0	0
ENSG00000295251	0	3	8	3	0	1
RPS14P4	0	0	0	0	0	0
MIR4435-2	0	0	0	0	0	0
PAFAH1B1P2	0	0	0	0	3	0
ENSG00000293111	0	0	0	0	0	0
ENSG00000295115	0	0	0	0	0	0
ENSG00000285016	2	0	3	0	3	0
ENSG00000295306	0	0	0	0	0	0
ENSG00000295207	0	0	0	0	1	0
ENSG00000280878	0	0	0	0	0	0
SOCAR	0	0	0	0	0	0
ENSG00000295327	0	0	0	0	0	0
DBF4P2	0	0	0	0	0	0
ENSG00000225744	0	0	0	0	0	0
ANAPC1	4413	3858	5419	5011	6647	2499
ENSG00000295159	0	0	0	4	1	0
ENSG00000295279	0	0	0	0	0	0
RPL34P8	0	0	0	0	0	0
ENSG00000301796	0	1	0	0	0	0
ENSG00000310073	0	0	0	0	0	0
ENSG00000227842	0	0	0	0	0	0
CENPNP2	0	0	0	0	0	0
ENSG00000301401	0	0	1	0	0	0
MIR4771-2	0	0	0	0	0	0
ENSG00000230958	0	0	0	0	0	0
ENSG00000298291	5	3	5	6	9	4
EEF1E1P1	0	0	0	0	0	0
MERTK	398	326	628	506	921	350
RN7SL297P	0	0	0	0	0	0
RTRAFP1	0	1	30	10	13	0
SLC30A6P1	0	0	0	0	0	0
ENSG00000286904	0	0	1	0	1	0
TMEM87B	733	678	1024	1262	1948	631
ENSG00000287141	0	0	0	0	0	0
FBLN7	26	27	29	44	235	96
ENSG00000278962	9	19	10	41	125	27
ENSG00000304406	0	0	0	0	0	0
ZC3H8	245	244	668	702	1086	292
ENSG00000286545	0	0	0	0	0	1
ENSG00000304977	3	2	2	0	5	5
ZC3H6	381	359	391	601	1726	554
NDUFB4P6	0	0	0	0	0	0
ENSG00000236555	0	0	0	0	0	0
RGPD8	24	18	34	25	48	17
ENSG00000293401	4	1	5	1	6	6
VINAC1P	0	0	0	0	0	0
ENSG00000295626	1	0	6	0	3	2
TTL	2345	2114	4197	3460	4585	1838
ENSG00000302893	2	0	6	3	9	2
POLR1B	2344	2243	3796	2711	3236	1418
ENSG00000309434	20	18	24	14	28	11
CHCHD5	324	278	680	364	775	301
ENSG00000243389	10	4	4	0	7	4
ENSG00000228251	6	6	4	4	5	4
ENSG00000231747	8	10	207	376	466	18
ENSG00000309398	0	0	0	0	1	0
SLC20A1-DT	23	14	20	9	36	18
SLC20A1	3768	3453	5181	3553	5066	2363
ENSG00000298853	0	0	0	0	0	0
ENSG00000307698	0	0	0	0	0	0
ENSG00000306594	0	0	0	0	0	0
NT5DC4	1	1	2	2	0	0
CKAP2L	998	914	1895	2170	3649	1052
ENSG00000299339	8	3	26	12	12	5
IL1A	27	30	26	26	46	22
ENSG00000287937	0	0	0	0	0	0
IL1B	0	0	0	2	0	0
AMANZI	0	0	0	0	0	0
XIAPP3	1	0	0	0	1	0
IL37	1	1	1	3	8	2
CDK8P2	0	0	0	0	1	0
IL36G	2	0	1	7	7	3
HMGN2P23	2	1	0	2	0	0
POLR2DP1	0	0	0	0	0	0
IL36A	0	0	0	0	0	0
IL36B	0	0	0	0	0	0
IL36RN	0	0	0	0	0	0
IL1F10	0	0	0	0	0	0
RNU6-1180P	0	0	0	0	0	0
IL1RN	0	0	0	0	0	0
PSD4	62	70	121	51	154	86
ENSG00000234174	0	0	0	0	0	0
PAX8-AS1	0	3	3	4	1	3
PAX8	23	30	23	259	1623	604
ENSG00000304529	2	3	0	1	2	3
LINC02966	7	6	7	7	17	5
ENSG00000289035	0	0	0	0	0	0
IGKV1OR2-108	0	0	0	1	1	0
ENSG00000272563	0	0	0	0	2	0
ZNG1B	601	474	1059	1224	1521	615
ENSG00000304550	0	0	0	0	0	0
FOXD4L1	0	0	0	0	0	0
LINC01961	0	0	0	0	0	0
PGM5P4-AS1	0	0	0	4	1	0
FAM138B	0	0	0	1	3	0
ENSG00000291134	0	0	0	0	0	0
PGM5P4	0	0	0	0	0	0
ENSG00000304410	2	1	1	0	5	0
ENSG00000287165	3	7	5	2	15	4
RPL23AP7	153	111	133	95	293	119
MIR1302-3	0	0	0	0	0	0
ENSG00000310523	24	21	51	27	35	25
WASH2P	0	0	0	0	0	0
ENSG00000304466	0	0	1	0	1	0
ENSG00000279267	11	4	9	6	27	11
RABL2A	199	183	343	395	827	249
SNRPA1P1	1291	1299	2174	1912	3103	1065
ACRP1	0	0	0	0	0	0
LINC02936	3	0	7	11	5	2
ENSG00000233479	0	0	0	0	0	0
RNU6-744P	0	0	0	0	0	0
SLC35F5	794	749	1145	1095	1970	743
MIR4782	0	0	0	0	0	0
ACTR3-AS1	10	16	33	30	82	40
ACTR3	5409	5183	10416	9657	14884	5033
ENSG00000279957	0	0	0	0	0	0
LINC01191	0	0	1	0	0	0
ENSG00000307741	0	0	0	0	0	0
ENSG00000296539	0	0	0	0	0	0
ENSG00000286513	0	0	0	0	0	0
ENSG00000304278	0	0	0	0	0	0
SEPHS1P7	0	0	0	0	0	0
ENSG00000304303	0	0	0	0	0	0
RNU2-41P	0	0	0	0	0	0
DPP10	234	219	461	527	1011	353
ENSG00000298528	0	0	0	0	0	0
DPP10-AS3	0	0	0	0	0	0
DPP10-AS2	0	0	0	0	0	0
ENSG00000286776	0	0	0	0	0	0
DPP10-AS1	23	26	86	65	114	46
RPSAP23	0	0	0	0	0	0
ENSG00000305163	0	0	0	0	0	0
ENSG00000287451	0	0	0	0	0	0
ENSG00000294661	0	1	0	0	0	0
ENSG00000310137	0	0	0	0	0	0
ENSG00000297920	0	0	0	0	0	0
ENSG00000271667	0	0	0	0	0	0
ENSG00000224869	0	0	0	0	0	0
MTCYBP39	0	0	0	0	0	0
ENSG00000235871	0	0	0	0	0	0
MTND1P28	0	0	0	0	0	0
MTND2P21	0	0	0	0	0	0
MTCO1P43	0	0	0	0	0	0
ENSG00000310388	4	4	6	2	8	1
RNU7-190P	0	0	0	0	0	0
ENSG00000227291	0	0	0	0	1	0
ENSG00000293739	130	160	662	957	455	99
ENSG00000298065	20	21	45	29	27	15
ENSG00000286370	1	0	0	0	2	0
ENSG00000301790	0	0	0	0	1	0
ENSG00000238207	32	31	43	66	144	36
DDX18	6263	6289	8934	7637	8504	3578
ENSG00000293870	0	1	0	0	0	0
ENSG00000236255	52	33	55	68	92	32
HTR5BP	0	0	0	0	4	0
ENSG00000290590	1	0	1	0	0	0
CCDC93	732	651	1232	1072	1767	664
ENSG00000224967	1	0	0	0	0	0
ENSG00000235066	0	0	0	0	0	0
ENSG00000272895	0	0	0	0	0	0
ENSG00000304808	0	0	0	0	0	0
ENSG00000279227	0	0	0	0	0	0
RN7SL111P	0	0	0	1	0	0
ENSG00000297418	0	3	0	1	1	0
INSIG2	852	860	439	598	2069	1165
THORLNC	34	27	57	85	122	20
ENSG00000304983	5	3	5	4	8	3
ENSG00000305000	1	2	2	2	4	0
ENSG00000294627	1	2	2	3	2	1
LINC01956	1	0	7	1	8	6
ENSG00000304859	0	0	0	3	1	0
ENSG00000304839	0	0	0	0	0	0
ENSG00000304815	0	0	1	0	6	1
EN1	0	0	2	0	13	2
ENSG00000305008	0	0	0	0	0	0
ENSG00000298302	0	0	0	0	0	0
MARCO	0	0	0	0	1	0
ENSG00000259094	0	0	0	0	0	0
ENSG00000308819	0	0	0	0	0	0
C1QL2	10	18	156	64	64	15
RN7SL468P	0	0	0	0	2	0
ENSG00000309841	0	0	0	0	0	1
ENSG00000309858	1	0	0	0	0	0
STEAP3	1136	1049	1430	574	1384	717
STEAP3-AS1	2	0	5	0	1	0
ENSG00000309372	0	0	0	0	0	0
ENSG00000309392	5	5	3	5	16	5
ENSG00000309410	0	0	0	0	0	0
C2orf76	78	91	191	225	296	73
DBI	3531	3361	7004	8214	12397	3966
ENSG00000303406	0	0	0	0	0	0
TMEM37	610	580	879	510	998	507
SCTR	4	8	2	0	7	6
SCTR-AS1	11	2	2	4	9	1
CFAP221	10	19	16	56	95	30
TMEM177	1491	1268	1744	930	1865	1105
ENSG00000309758	8	10	11	6	0	4
ENSG00000309778	0	0	0	0	0	0
RPL17P15	0	0	2	3	0	1
ENSG00000297359	4	4	2	1	4	3
PTPN4	1189	1000	1885	1879	2704	902
RPL27P7	0	0	0	0	0	0
ENSG00000301351	0	0	0	0	0	0
EPB41L5	1364	1205	2464	2799	5767	2029
ENSG00000224789	46	42	10	11	8	2
MTATP6P26	0	0	0	0	0	0
MTCO3P43	0	0	0	0	0	0
MTND3P10	0	0	0	0	0	0
MTND4LP14	0	0	0	0	0	0
MTND4P26	0	0	0	0	0	0
MTND5P28	0	0	0	0	0	0
TMEM185B	657	623	1145	906	1665	791
ENSG00000296271	0	0	0	0	0	0
ENSG00000296287	0	0	0	0	0	0
RALB	1187	1229	1933	1559	2947	1307
ENSG00000294844	1	0	0	0	0	0
ENSG00000289091	0	0	0	1	0	0
ENSG00000294817	0	0	0	0	0	0
ENSG00000294762	0	0	0	0	0	0
ENSG00000235840	0	0	0	0	0	0
INHBB	4	4	46	37	68	22
ENSG00000295142	0	0	0	0	0	0
ENSG00000308337	0	0	0	0	0	0
LINC01101	0	0	3	0	0	0
ENSG00000308744	0	0	0	0	0	0
ENSG00000237614	1	2	1	2	3	0
ENSG00000303222	0	0	0	0	0	0
ENSG00000232140	2	3	0	1	4	3
ENSG00000301755	0	0	0	0	0	0
ENSG00000307314	0	0	0	0	0	0
ENSG00000304145	0	0	0	0	0	0
ENSG00000229774	0	0	2	3	0	0
ENSG00000303392	0	0	0	0	0	0
GLI2	1224	1007	2241	1256	2805	1208
ENSG00000271709	0	0	0	0	2	0
ENSG00000295936	0	0	1	0	0	0
ENSG00000295094	0	0	1	0	1	0
ENSG00000302305	0	0	0	0	0	0
ENSG00000294614	0	0	0	0	0	0
ENSG00000234455	0	0	0	0	0	0
ENSG00000294877	0	0	0	0	0	0
ENSG00000236145	0	0	0	0	0	0
TFCP2L1	249	196	541	250	107	42
RPS17P7	0	0	0	0	0	0
CLASP1	2359	1929	4531	3919	7671	2703
CLASP1-AS1	7	6	13	16	22	5
RNU4ATAC	2	0	4	2	8	0
ENSG00000302592	0	0	0	0	0	0
NIFK-AS1	172	172	230	342	561	166
RPL12P15	0	0	0	0	0	0
ENSG00000304397	0	0	0	0	0	0
ENSG00000279721	0	0	0	0	2	0
NPM1P32	38	45	56	38	42	13
NIFK	2261	2304	3993	5382	4388	1456
TSN	4501	4481	7831	5095	6311	3117
ENSG00000270798	0	0	0	0	0	0
LINC01823	7	1	0	0	0	1
ENSG00000286481	0	0	0	0	1	0
ENSG00000303730	0	0	0	0	0	0
ENSG00000307663	0	0	0	0	0	0
ENSG00000306837	0	0	0	0	0	0
ENSG00000287871	0	0	0	0	0	0
ENSG00000304587	0	0	0	0	0	0
ENSG00000305720	4	4	3	1	0	0
ENSG00000300287	0	0	0	0	0	0
ENSG00000295630	0	0	0	0	0	0
ENSG00000308399	0	0	0	0	0	0
ENSG00000237856	0	0	0	0	0	0
LINC01826	0	0	0	0	0	0
ENSG00000301882	0	0	0	0	0	0
ENSG00000305007	0	0	0	0	0	0
ENSG00000287854	0	0	0	0	0	0
ENSG00000226708	0	0	0	0	0	0
ENSG00000306432	0	0	0	0	0	0
ENSG00000296963	0	0	0	0	0	0
ELOAP1	0	0	0	0	0	0
ENSG00000300686	0	0	0	0	0	0
PSMD14P1	0	0	0	0	0	0
ENSG00000279874	0	0	0	0	0	0
RN7SKP102	0	0	0	0	0	0
ENSG00000300705	0	0	0	0	0	0
CNTNAP5-DT	0	1	0	0	0	0
CNTNAP5	8	11	22	18	25	8
MTND5P22	0	0	0	0	0	0
ENSG00000286384	0	0	0	0	0	0
ENSG00000270815	0	0	0	0	0	0
ENSG00000301904	0	0	0	0	0	0
RNA5SP102	0	0	0	0	0	0
ENSG00000306940	0	0	0	0	0	0
RNU6-259P	0	0	0	0	0	0
ENSG00000305229	0	0	0	0	0	0
ENSG00000304319	0	0	0	0	0	0
ENSG00000296933	0	0	0	0	0	0
ENSG00000303452	0	0	0	0	0	0
ENSG00000286206	0	0	0	0	0	0
ENSG00000309054	0	0	0	0	0	0
ENSG00000224410	0	0	0	0	1	0
ENSG00000290113	0	0	0	0	0	0
LINC01941	0	0	0	0	0	0
ENSG00000286515	0	0	0	0	0	0
ENSG00000235774	0	0	0	0	0	0
SLC6A14P3	0	0	0	0	0	0
YWHAZP2	684	719	2134	709	1474	681
ENSG00000288524	0	0	0	0	0	0
GYPC	784	765	3237	2283	3196	913
ENSG00000235128	0	1	1	0	0	0
RNU6-675P	0	0	0	0	0	0
ENSG00000301329	0	1	1	1	1	1
ENSG00000309734	0	0	0	0	0	0
TEX51	0	0	0	0	0	0
RNU7-182P	0	0	0	0	0	0
ENSG00000260634	2	0	8	3	5	2
ENSG00000286971	25	20	10	24	77	42
BIN1	1272	1111	2288	919	3026	1789
ENSG00000294899	0	0	4	1	1	1
ENSG00000286400	0	0	0	0	0	0
NIFKP9	0	0	0	0	0	0
CYP27C1	133	110	180	116	170	78
ENSG00000307844	0	1	3	1	4	3
WBP11P2	0	0	1	0	0	0
ERCC3	1778	1566	2956	1923	2994	1277
ENSG00000286145	5	3	8	0	2	0
MAP3K2	588	510	1029	935	1458	502
RNU6-1147P	0	0	0	0	0	0
MAP3K2-DT	34	44	98	101	90	24
ENSG00000287742	4	2	9	2	1	3
PROC	11	9	29	4	6	3
MIR4783	0	0	0	0	0	0
IWS1	3438	2955	4494	4503	6640	2088
ENSG00000231731	0	0	0	0	0	0
RNU4-48P	0	0	0	0	0	0
ENSG00000299348	0	0	0	0	1	0
MYO7B	1	2	2	0	2	0
ENSG00000272789	0	0	0	0	0	0
LIMS2	73	71	48	37	90	39
GPR17	1	1	0	0	5	1
ENSG00000293688	0	1	0	1	2	0
ENSG00000302152	0	0	0	1	0	0
WDR33	3585	3183	5403	3126	5444	2539
SFT2D3	660	592	707	1006	2416	773
RNY4P7	0	0	1	0	0	0
ENSG00000308747	35	22	34	27	41	12
ZFP91P1	0	0	0	0	1	0
POLR2D	2316	2290	3845	1819	3654	2128
RNU6-395P	0	0	0	0	0	0
RPS26P19	0	0	0	0	0	0
AMMECR1L	1215	1087	2318	1417	2379	1012
ENSG00000286873	22	15	16	17	35	11
ENSG00000272667	70	55	68	24	45	37
ENSG00000204399	0	0	0	0	0	0
SAP130	2595	2118	4009	5565	7788	2017
ENSG00000234044	0	0	0	0	0	0
ENSG00000289982	0	0	0	0	2	0
UGGT1	3122	2618	5205	3841	5880	2118
SRMP3	0	0	0	0	0	0
ENSG00000232101	0	0	0	0	0	0
DYNLT3P2	0	1	2	4	0	1
RPL14P6	1	0	1	0	0	0
RPL21P34	0	0	0	0	0	0
HS6ST1	2884	2652	4031	1351	3027	2307
ENSG00000301826	1	1	0	0	0	0
ENSG00000310364	0	0	0	0	0	0
ENSG00000307293	0	0	0	0	0	0
ENSG00000299974	1	0	0	0	0	0
RNA5SP103	0	0	0	0	0	0
ENSG00000299995	0	0	0	0	0	0
ISCA1P6	39	60	184	27	99	77
ENSG00000237532	0	0	0	0	0	0
ENSG00000303857	0	0	0	0	0	0
ENSG00000293708	1	0	1	0	0	0
ENSG00000295469	0	0	0	0	0	0
ENSG00000295488	0	0	0	0	0	0
ENSG00000295505	0	0	0	0	0	0
ENSG00000238277	0	0	0	0	0	0
ENSG00000304843	0	0	0	0	0	0
LINC01854	0	0	0	1	0	0
ENSG00000299294	0	0	0	0	0	0
ENSG00000299576	0	0	0	0	0	0
ENSG00000300172	0	0	0	0	0	0
ENSG00000289374	0	0	0	0	0	0
PPIAP65	0	0	0	0	0	0
ENSG00000295763	0	0	0	0	0	0
ENSG00000301285	0	0	0	0	0	0
ENSG00000299679	5	4	44	26	6	3
ENSG00000299698	0	0	0	0	0	0
LINC02572	17	15	25	11	22	25
ENSG00000286957	3	2	1	5	3	2
PLAC9P1	11	2	2	7	21	20
LINC01856	0	0	0	0	1	0
RPL22P7	0	0	0	0	0	0
